"tPi_ns","Delta_g3_minus_g3prime","clean_infidelity","clean_leakage","qs_infidelity","qs_leakage","onef_infidelity","onef_leakage"
288.67513459481285,3,5.819456028177683e-12,5.8193450058752205e-12,0.00007006050598494684,1.0476116267699176e-7,0.00003872118191128926,2.8505872470274694e-7
279.36303347885115,3.1,9.510170428939091e-12,9.510059406636628e-12,0.00007209265912154706,1.338559653357718e-7,0.00003524602085703876,2.767394974728665e-7
270.6329386826371,3.2,6.544098596350523e-12,6.543876551745598e-12,0.00006318394880729772,1.1295740889538664e-7,0.00003155040052996494,2.649716418040571e-7
262.43194054073894,3.3000000000000003,1.7933432516770154e-12,1.7934542739794779e-12,0.00007158088258626627,1.0654016623812269e-7,0.00002946728893072792,2.6927845690805087e-7
254.71335405424662,3.4000000000000004,9.323652960802065e-13,9.32476318382669e-13,0.00006828305349263874,8.936828849059886e-8,0.00003263477633947964,2.5001830363913236e-7
247.43582965269673,3.5,4.18420853520729e-12,4.18420853520729e-12,0.0000519937360299122,9.603195330443182e-8,0.00002502338538345916,2.7510208249315047e-7
240.56261216234407,3.6,7.8026474170656e-12,7.802536394763138e-12,0.00005354679900306747,1.040124817947019e-7,0.000026972346904219345,2.5210513039108926e-7
234.06091994174014,3.7,8.678502361192386e-12,8.678613383494849e-12,0.00005732138013697652,1.3569345556407874e-7,0.00002503421537229822,2.6259068361567105e-7
227.90142204853646,3.8000000000000003,6.587730361218291e-12,6.587841383520754e-12,0.000058697623230573036,1.1613496282092407e-7,0.000023259378933339068,2.476315223265413e-7
222.05779584216373,3.9000000000000004,3.453015651189162e-12,3.4529046288866994e-12,0.00006001061791429785,1.1744234335364645e-7,0.000025129195112019165,2.4744518719810313e-7
216.50635094610965,4,1.436295526957565e-12,1.436295526957565e-12,0.00004473042654226711,1.0228489168484511e-7,0.00002138938700390669,2.501410328514808e-7
211.22570824010694,4.1000000000000005,1.499356194756274e-12,1.4994672170587364e-12,0.00004450818806537249,1.0609442069819952e-7,0.00002532562742184996,2.4724275632381776e-7
206.1965247105806,4.2,3.304689855099241e-12,3.3045788327967784e-12,0.00003962918199266252,1.0520740376385173e-7,0.00001958809582042864,2.2231717353327075e-7
201.4012566940555,4.3,5.693223670277803e-12,5.693001625672878e-12,0.000045075749043005374,1.0168487879380628e-7,0.000018944458152926892,2.487259467465197e-7
196.82395540555422,4.4,7.492673148590256e-12,7.492451103985331e-12,0.0000415935238924392,1.226640422985481e-7,0.000020970994768776952,2.224058257932482e-7
192.45008972987523,4.5,8.059664047266324e-12,8.059553024963861e-12,0.00004088509811451036,1.2089781916468923e-7,0.00001919375602448481,2.2684614486900846e-7
188.26639212705186,4.6000000000000005,7.345346553222498e-12,7.345346553222498e-12,0.000032819087543519145,1.2449122118729506e-7,0.000017127182183719893,2.4151699212382473e-7
